Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,10643678,2,"Wednesday, January 23, 2013 22:18:37 UTC",61.6243,-150.4888,1.7,46.00,29,"Southern Alaska"
nc,71927646,0,"Wednesday, January 23, 2013 22:13:54 UTC",38.8060,-122.7897,1.0,2.00,10,"Northern California"
uw,60496962,1,"Wednesday, January 23, 2013 22:11:24 UTC",49.4102,-120.4937,2.4,0.00,14,"British Columbia, Canada"
ak,10643672,3,"Wednesday, January 23, 2013 22:05:30 UTC",50.2606,-175.8582,3.1,33.50,22,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10643668,2,"Wednesday, January 23, 2013 22:01:24 UTC",63.1623,-150.5451,1.5,119.00,17,"Central Alaska"
pr,13023008,0,"Wednesday, January 23, 2013 21:59:04 UTC",19.3104,-64.2417,2.9,85.00, 6,"Virgin Islands region"
nc,71927636,0,"Wednesday, January 23, 2013 21:49:34 UTC",38.8097,-122.8277,1.0,2.60,10,"Northern California"
ci,15276793,2,"Wednesday, January 23, 2013 21:38:11 UTC",32.6028,-116.9703,1.7,3.40,37,"San Diego County urban area, California"
us,c000euil,6,"Wednesday, January 23, 2013 21:34:32 UTC",43.1448,145.7090,5.2,59.50,257,"Hokkaido, Japan region"
ak,10643641,2,"Wednesday, January 23, 2013 21:32:17 UTC",62.8842,-149.5640,1.3,72.60,18,"Central Alaska"
us,c000euhy,B,"Wednesday, January 23, 2013 21:31:06 UTC",37.8082,141.5377,4.9,36.30,43,"near the east coast of Honshu, Japan"
ak,10643642,2,"Wednesday, January 23, 2013 21:29:47 UTC",60.0967,-150.6602,1.7,31.50,17,"Kenai Peninsula, Alaska"
ak,10643631,2,"Wednesday, January 23, 2013 21:14:13 UTC",61.2714,-150.8233,1.9,56.30,27,"Southern Alaska"
ak,10643626,2,"Wednesday, January 23, 2013 21:00:25 UTC",51.6082,-178.1633,2.0,2.10,11,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10643620,2,"Wednesday, January 23, 2013 20:48:17 UTC",51.6169,-178.0648,1.6,12.00,10,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10643618,2,"Wednesday, January 23, 2013 20:43:29 UTC",61.3764,-150.0398,1.4,42.10,13,"Southern Alaska"
ci,15276761,2,"Wednesday, January 23, 2013 20:42:00 UTC",35.8845,-118.3550,1.8,3.10,46,"Central California"
pr,13023007,0,"Wednesday, January 23, 2013 20:36:51 UTC",18.2180,-66.8991,1.7,9.00, 3,"Puerto Rico"
ci,15276753,2,"Wednesday, January 23, 2013 20:25:19 UTC",34.0027,-116.8215,1.0,14.40,24,"Southern California"
ak,10645907,2,"Wednesday, January 23, 2013 20:00:27 UTC",52.3164,-174.6797,2.2,204.40,10,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10643433,3,"Wednesday, January 23, 2013 19:58:40 UTC",60.3470,-152.3005,3.2,80.20,69,"Southern Alaska"
nc,71927586,2,"Wednesday, January 23, 2013 19:55:12 UTC",36.0717,-120.6502,1.4,3.20,47,"Central California"
nc,71927571,0,"Wednesday, January 23, 2013 19:37:05 UTC",38.8248,-122.7948,1.0,3.00,20,"Northern California"
nn,00400598,9,"Wednesday, January 23, 2013 19:36:03 UTC",38.1564,-118.0077,1.5,3.80,10,"Nevada"
uu,60011187,5,"Wednesday, January 23, 2013 19:25:59 UTC",37.7342,-112.9778,1.2,2.50, 7,"Utah"
nc,71927566,2,"Wednesday, January 23, 2013 19:20:13 UTC",37.4787,-118.8402,1.3,6.80,24,"Central California"
uu,60011182,2,"Wednesday, January 23, 2013 19:20:07 UTC",37.7667,-113.0045,1.7,1.60,10,"Utah"
nm,012413a,A,"Wednesday, January 23, 2013 19:09:03 UTC",36.2338,-89.6012,1.5,6.00,15,"Tennessee"
nc,71927551,2,"Wednesday, January 23, 2013 18:57:08 UTC",36.7577,-121.5930,1.2,0.00,23,"Central California"
ak,10643383,3,"Wednesday, January 23, 2013 18:51:39 UTC",51.6257,-178.4069,2.8,12.10,15,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71927536,1,"Wednesday, January 23, 2013 18:15:34 UTC",38.8353,-122.7775,1.8,2.70,30,"Northern California"
nc,71927531,0,"Wednesday, January 23, 2013 18:12:32 UTC",38.7948,-122.7865,1.2,0.60,18,"Northern California"
ak,10643350,2,"Wednesday, January 23, 2013 18:10:48 UTC",66.0290,-151.4674,3.0,6.70,35,"northern Alaska"
ak,10643346,3,"Wednesday, January 23, 2013 18:04:50 UTC",51.5824,-178.4258,3.0,0.50,16,"Andreanof Islands, Aleutian Islands, Alaska"
us,b000etal,2,"Wednesday, January 23, 2013 18:01:56 UTC",37.8437,118.7116,4.5,14.90,32,"Shandong, China"
mb,13523744,2,"Wednesday, January 23, 2013 17:58:25 UTC",46.8504,-113.3555,1.3,3.90,28,"western Montana"
nc,71927526,5,"Wednesday, January 23, 2013 17:56:36 UTC",39.8633,-123.9650,2.2,0.10,24,"offshore Northern California"
ak,10645902,2,"Wednesday, January 23, 2013 17:55:33 UTC",55.0547,-161.0452,1.5,53.70, 9,"Alaska Peninsula"
ak,10643343,2,"Wednesday, January 23, 2013 17:53:47 UTC",61.3578,-149.9072,1.2,32.30,10,"Southern Alaska"
nc,71927521,0,"Wednesday, January 23, 2013 17:52:21 UTC",38.7897,-122.7778,1.1,3.10,21,"Northern California"
